flags,utterance,category,intent,intent_encoded,category_encoded
BK,shipping address issue,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIP,would it be possible to check the invoice?,INVOICE,check_invoice,4,5
B,I am calling to leave a review,FEEDBACK,review,22,4
BM,I want to know more about forgotten passwords,ACCOUNT,recover_password,20,0
BI,how to check the invoice from last month?,INVOICE,check_invoice,4,5
B,help me track the refund,REFUND,track_refund,26,9
BI,where do I submit some feedback for your services?,FEEDBACK,review,22,4
BI,can I check my refund status?,REFUND,track_refund,26,9
BI,where do I file a complaint?,FEEDBACK,complaint,7,4
BM,I want help to get the invoices from last month,INVOICE,get_invoice,15,5
B,I need to check your refund policy,REFUND,check_refund_policy,6,9
B,I want assistance getting the invoice from my last purchase,INVOICE,get_invoice,15,5
BIP,could I check when my item is going to arrive?,DELIVERY,delivery_period,13,3
BI,what do I have to do to set another shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BEM,I do not know what I need to do to check my invoices,INVOICE,check_invoice,4,5
BIL,how can I sign up?,ACCOUNT,create_account,10,0
BEP,I do not know how I could set another shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BCEILQ,i do not make use of my gold account how can i remove it,ACCOUNT,delete_account,11,0
BE,I do not know what to do to talk to an agent,CONTACT,contact_human_agent,9,2
BIMP,could you send me my invoices?,INVOICE,get_invoice,15,5
BIMP,could you help me report registration issues?,ACCOUNT,registration_problems,21,0
BI,can you help me check how long refunds take?,REFUND,check_refund_policy,6,9
BIM,what do I have to do to get refunds of money?,REFUND,get_refund,16,9
BLQZ,i dont know what i have to do to open a account,ACCOUNT,create_account,10,0
B,assistance to add something,ORDER,change_order,1,7
BIMP,would you give me information about order cancelations?,ORDER,cancel_order,0,7
B,help checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BI,can you help me to check your money back policy?,REFUND,check_refund_policy,6,9
BLM,I am trying to edit the details included on my user profile,ACCOUNT,edit_account,14,0
BI,how to check how long the delivery takes?,DELIVERY,delivery_period,13,3
BI,where do I change the shipping address?,SHIPPING_ADDRESS,change_shipping_address,2,10
B,I need assistance to file a complaint,FEEDBACK,complaint,7,4
BIM,how to get the invoices from my last purchase?,INVOICE,get_invoice,15,5
B,changing shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BIP,where could I cancel an order I made?,ORDER,cancel_order,0,7
B,I don't know what to do to recover my password,ACCOUNT,recover_password,20,0
BLZ,I don't know how I can check the allowed paymen options,PAYMENT,check_payment_methods,5,8
BM,tell me about forgotten passwords,ACCOUNT,recover_password,20,0
BIM,can you tell me more about user account deletions?,ACCOUNT,delete_account,11,0
B,I have to check your refund policy,REFUND,check_refund_policy,6,9
BCIL,"I want to list the payment options, can I get some help?",PAYMENT,check_payment_methods,5,8
B,assistance to switch to another account,ACCOUNT,switch_account,24,0
B,I have got to track my order,ORDER,track_order,25,7
BIM,can you help me get the invoices from my last purchase?,INVOICE,get_invoice,15,5
BIP,how could I report an issue with payment?,PAYMENT,payment_issue,18,8
B,find information about a shipping address change,SHIPPING_ADDRESS,change_shipping_address,2,10
BP,I would like to switch to another account,ACCOUNT,switch_account,24,0
BIP,could you help me tracking an order?,ORDER,track_order,25,7
B,help me to check in what cases can I ask for my money back,REFUND,check_refund_policy,6,9
BM,I need to buy several items,ORDER,place_order,19,7
B,I want help to report a registration issue,ACCOUNT,registration_problems,21,0
B,I don't know how to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
BI,where to check how soon can I expect the item?,DELIVERY,delivery_period,13,3
BI,how do I get the invoice from my last purchase?,INVOICE,get_invoice,15,5
B,help to contact an agent,CONTACT,contact_human_agent,9,2
BE,I cannot switch user,ACCOUNT,switch_account,24,0
B,I don't know how I can set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BM,I want help to check the invoices from 6 months ago,INVOICE,check_invoice,4,5
B,I don't know what I need to do to leave a review,FEEDBACK,review,22,4
BM,I need help buying some items,ORDER,place_order,19,7
BL,I have got to see what payment options are accepted,PAYMENT,check_payment_methods,5,8
BI,can you help me talk to an agent?,CONTACT,contact_human_agent,9,2
B,I want help to check your money back policy,REFUND,check_refund_policy,6,9
BIM,what do I have to do to get the invoices from last month?,INVOICE,get_invoice,15,5
BEM,I do not know how I can get the invoices from September,INVOICE,get_invoice,15,5
BI,when will I receive my order?,ORDER,track_order,25,7
B,help me change an item of an order,ORDER,change_order,1,7
BIP,could you help me to remove an item?,ORDER,change_order,1,7
BL,I can't change to a new user account,ACCOUNT,switch_account,24,0
BLQ,i try to file a consumer reclamation against ur company,FEEDBACK,complaint,7,4
B,check what payment methods are available,PAYMENT,check_payment_methods,5,8
BI,how can I use another account?,ACCOUNT,switch_account,24,0
BM,I want help to report issues with payments,PAYMENT,payment_issue,18,8
B,I try to get the invoice from my last purchase,INVOICE,get_invoice,15,5
BILQ,how can i change to another account,ACCOUNT,switch_account,24,0
BI,where can I set a different shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BE,I am trying to find delivery period,DELIVERY,delivery_period,13,3
BL,help me unsubscribe to your newsletter,NEWSLETTER,newsletter_subscription,17,6
BE,I do not know how to check when my item is going to arrive,DELIVERY,delivery_period,13,3
BIP,how could I get a refund of money?,REFUND,get_refund,16,9
BIMP,could you help me buying some items?,ORDER,place_order,19,7
B,I try to switch user,ACCOUNT,switch_account,24,0
BQ,i have to subscribe to ur company newsletter,NEWSLETTER,newsletter_subscription,17,6
BIMP,could you tell me more about order cancellations?,ORDER,cancel_order,0,7
BCELQ,I'm not happy with ur services i wanna lodge a reclamation,FEEDBACK,complaint,7,4
BILP,could you help me to create a new online account?,ACCOUNT,create_account,10,0
B,assistance editing the information on my account,ACCOUNT,edit_account,14,0
BEL,I do not know what to do to list the allowed payment options,PAYMENT,check_payment_methods,5,8
BIP,would it be possible to switch user?,ACCOUNT,switch_account,24,0
BI,how long until I get a refund?,REFUND,get_refund,16,9
BM,I need assistance getting refunds of money,REFUND,get_refund,16,9
B,I am trying to change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BL,help me speak to a live agent,CONTACT,contact_human_agent,9,2
BIMP,could you give me information about order cancellations?,ORDER,cancel_order,0,7
BL,notifying of issue with signup,ACCOUNT,registration_problems,21,0
B,I need help to check in what cases can I ask to be refunded,REFUND,check_refund_policy,6,9
BEP,I do not know how I could check your refund policy,REFUND,check_refund_policy,6,9
BM,I call to get the invoices from my last purchase,INVOICE,get_invoice,15,5
BIP,where could I get information about cancelling an order?,ORDER,cancel_order,0,7
B,I don't know how I can set a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,assistance solving an issue with payment,PAYMENT,payment_issue,18,8
BLQZ,I want to edit the info no my profile,ACCOUNT,edit_account,14,0
BI,can you help me switching user?,ACCOUNT,switch_account,24,0
BI,how to check what payment methods are available?,PAYMENT,check_payment_methods,5,8
BILZ,how do I speak with a live agent ?,CONTACT,contact_human_agent,9,2
BM,help checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,3,1
BI,where do I track my last order?,ORDER,track_order,25,7
BE,I cannot set another shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIP,how could I check what hours customer service available is?,CONTACT,contact_customer_service,8,2
BI,how can I find information about a forgotten password?,ACCOUNT,recover_password,20,0
BI,when am I getting a refund of money?,REFUND,get_refund,16,9
BIL,can I unsubscribe to your corporate newsletter?,NEWSLETTER,newsletter_subscription,17,6
B,help me set a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,help with registration,ACCOUNT,registration_problems,21,0
BIMP,could you help me buy a few of your item?,ORDER,place_order,19,7
BI,can I check the delivery options?,DELIVERY,delivery_options,12,3
BM,I have got to get the invoice from 10 months ago,INVOICE,get_invoice,15,5
BIP,will you show me how long the delivery takes?,DELIVERY,delivery_period,13,3
BI,where can I get a refund of money?,REFUND,get_refund,16,9
BLZ,I need assistance chatting witth a person,CONTACT,contact_human_agent,9,2
BMP,I don't know how I could remove several items from an order,ORDER,change_order,1,7
B,I have got to talk to an agent,CONTACT,contact_human_agent,9,2
BL,I try to change to a new user profile,ACCOUNT,switch_account,24,0
B,help to use another account,ACCOUNT,switch_account,24,0
BI,how can I leave a review for your services?,FEEDBACK,review,22,4
BIM,can you help me to report issues with payment?,PAYMENT,payment_issue,18,8
BILMQ,what do i need to do to check the termination penalties,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,assistance to get refunds,REFUND,get_refund,16,9
BL,I want help modifying my online account,ACCOUNT,edit_account,14,0
BI,what do I need to do to change the shipping address?,SHIPPING_ADDRESS,change_shipping_address,2,10
BIP,how could I contact an agent?,CONTACT,contact_human_agent,9,2
B,help to change an item of an order,ORDER,change_order,1,7
BK,getting money back,REFUND,get_refund,16,9
BZ,I am tring to contact an agent,CONTACT,contact_human_agent,9,2
BLZ,assistance tospeak with an operator,CONTACT,contact_human_agent,9,2
BM,check the invoice from 9 months ago,INVOICE,check_invoice,4,5
B,I don't know how to get my money back,REFUND,get_refund,16,9
BI,where do I set up a new shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I am trying to change the last order I have made,ORDER,change_order,1,7
BLQW,i dont know how to talk with damn customer assistance,CONTACT,contact_customer_service,8,2
BI,how to delete the account?,ACCOUNT,delete_account,11,0
BE,I do not know how to check the options for delivery,DELIVERY,delivery_options,12,3
BEM,I do not know how to check the invoices from August,INVOICE,check_invoice,4,5
BEP,I do not know how I could delete an account,ACCOUNT,delete_account,11,0
BE,I do not know what I need to do to switch to another account,ACCOUNT,switch_account,24,0
BL,help me cancel the subscription to the newsletter,NEWSLETTER,newsletter_subscription,17,6
B,I want assistance solving a payment issue,PAYMENT,payment_issue,18,8
B,I don't know what I have to do to delete the account,ACCOUNT,delete_account,11,0
B,show me my invoice,INVOICE,check_invoice,4,5
BM,I have problems with a password recovery,ACCOUNT,recover_password,20,0
BM,give me information about user account deletions,ACCOUNT,delete_account,11,0
BM,help me to report issues with payments,PAYMENT,payment_issue,18,8
BIM,can you help me buy a few of your item?,ORDER,place_order,19,7
BIM,can you help me finding the invoices from my last purchase?,INVOICE,check_invoice,4,5
BIM,where can I buy a few of your item?,ORDER,place_order,19,7
BI,how to cancel the company newsletter subscription?,NEWSLETTER,newsletter_subscription,17,6
BI,can I track the last order?,ORDER,track_order,25,7
BILM,is it possible to correct my personal details?,ACCOUNT,edit_account,14,0
BP,I don't know how I could create an account,ACCOUNT,create_account,10,0
BI,can you help me contact an agent?,CONTACT,contact_human_agent,9,2
B,I need to check how long the delivery takes,DELIVERY,delivery_period,13,3
B,help cancelling the company newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
